system_name...1,district,school_name,fac_schtype,system_name...5,total,perc_frl,perc_black,perc_hisp,perc_white,perc_migrant,perc_esol,harsh
Dougherty County,Dougherty County,Sherwood Acres Elementary School,E,Dougherty County,628,92.9,84,6,7,0,3.8,21
Dougherty County,Dougherty County,Westover High School,H,Dougherty County,1357,57.25,87,1,8,0,0.2,213
Dougherty County,Dougherty County,International Studies Elementary Charter School,E,Dougherty County,400,92,69,21,7,0,12.8,18
Dougherty County,Dougherty County,Radium Springs Elementary School,E,Dougherty County,541,87.82,81,8,9,0,3.9,18
Dougherty County,Dougherty County,West Town Elementary School,E,Dougherty County,431,58.05,98,0,0,0,0,5
Douglas County,Douglas County,Chapel Hill High School,H,Douglas County,1445,43.25,57,11,24,0,0.9,138
Douglas County,Douglas County,Yeager Middle School,M,Douglas County,569,71,43,21,29,0,1.4,87
Douglas County,Douglas County,North Douglas Elementary School,E,Douglas County,593,84.15,73,18,5,0,8.8,177
Douglas County,Douglas County,Bill Arp Elementary School,E,Douglas County,681,69.31,38,18,36,0,5.7,48
Douglas County,Douglas County,Factory Shoals Middle School,M,Douglas County,865,68.55,76,12,7,0,1.3,256
Douglas County,Douglas County,Mason Creek Elementary School,E,Douglas County,524,55.15,31,15,47,0,2.3,85
Douglas County,Douglas County,Mason Creek Middle School,M,Douglas County,860,61.4,41,19,32,0,1.9,116
Douglas County,Douglas County,Lithia Springs Comprehensive High School,H,Douglas County,1551,72.73,51,30,15,0,4.3,719
Douglas County,Douglas County,Arbor Station Elementary School,E,Douglas County,664,62.8,54,16,22,0,6.2,37
Douglas County,Douglas County,Fairplay Middle School,M,Douglas County,496,31.65,10,8,75,0,0,24
Douglas County,Douglas County,Dorsett Shoals Elementary School,E,Douglas County,460,70.22,31,20,40,0,8.7,27
Douglas County,Douglas County,Alexander High School,H,Douglas County,1828,38.24,28,10,56,0,0.7,97
Douglas County,Douglas County,Chestnut Log Middle School,M,Douglas County,740,78.24,57,22,13,0,4.9,300
Douglas County,Douglas County,South Douglas Elementary School,E,Douglas County,588,24.66,9,4,80,0,0.7,0
Douglas County,Douglas County,Bright Star Elementary School,E,Douglas County,468,78.21,66,15,12,0,9.2,71
Douglas County,Douglas County,Holly Springs Elementary,E,Douglas County,575,44.87,57,12,22,0,3.8,37
Douglas County,Douglas County,New Manchester Elementary School,E,Douglas County,828,70.53,80,10,6,0,6.9,203
Douglas County,Douglas County,Chapel Hill Elementary School,E,Douglas County,1416,55.47,61,11,18,0,4.1,57
Douglas County,Douglas County,New Manchester High School,H,Douglas County,1633,62.71,79,11,6,0,1.2,334
Douglas County,Douglas County,Factory Shoals Elementary School,E,Douglas County,659,78.15,65,14,14,0,6.2,41
Douglas County,Douglas County,Sweetwater Elementary School,E,Douglas County,490,82.45,50,28,13,0,21,74
Douglas County,Douglas County,Mirror Lake Elementary School,E,Douglas County,404,49.26,44,10,34,0,6.4,26
Douglas County,Douglas County,Burnett Elementary School,E,Douglas County,416,90.14,75,11,8,0,10.8,88
Douglas County,Douglas County,Brighten Academy,E,Douglas County,802,37.03,61,9,26,0,0,38
Douglas County,Douglas County,Eastside Elementary School,E,Douglas County,3385,91.29,68,20,8,0,13.3,41
Douglas County,Douglas County,Youth Villages at Inner Harbour,H,Douglas County,57,42.3,35,2,49,0,0,0
Douglas County,Douglas County,Winston Elementary School,E,Douglas County,434,68.66,29,28,35,0,15.2,18
Douglas County,Douglas County,Beulah Elementary School,E,Douglas County,452,75,30,42,21,0,26.3,52
Douglas County,Douglas County,Turner Middle School,M,Douglas County,780,82.18,44,37,14,0,5.9,166
Douglas County,Douglas County,Lithia Springs Elementary School,E,Douglas County,528,83.9,34,43,20,0,24.2,9
Douglas County,Douglas County,Chapel Hill Middle School,M,Douglas County,2024,50.8,62,12,17,0,0.8,161
Douglas County,Douglas County,Douglas County High School,H,Douglas County,1946,63.72,67,13,14,0,0.6,462
Douglas County,Douglas County,Mount Carmel Elementary School,E,Douglas County,1047,70.02,59,17,13,0,8.1,102
Douglas County,Douglas County,Stewart Middle School,M,Douglas County,603,83.42,79,13,3,0,2.7,251
Douglas County,Douglas County,Annette Winn Elementary School,E,Douglas County,462,84.63,53,31,10,0,20.6,84
Early County,Early County,Early County Elementary School,E,Early County,845,76.44,71,2,23,0,0,127
Early County,Early County,Early County Middle School,M,Early County,454,92.94,73,2,22,1,0,121
Early County,Early County,Early County High School,H,Early County,629,92.95,66,3,29,1,0,123
Echols County,Echols County,Echols County Elementary/Middle School,E,Echols County,598,91.3,3,49,45,20,22.1,13
Echols County,Echols County,Echols County High School,H,Echols County,211,91.47,2,37,57,14,4.7,6
Effingham County,Effingham County,Springfield Elementary School,E,Effingham County,619,55.09,28,5,61,0,0.8,104
Effingham County,Effingham County,Marlow Elementary School,E,Effingham County,731,29.96,5,8,81,0,1.2,11
Effingham County,Effingham County,Blandford Elementary School,E,Effingham County,669,42.3,22,8,62,0,2.5,46
Effingham County,Effingham County,South Effingham Elementary School,E,Effingham County,801,25.97,12,8,71,0,2.1,4
Effingham County,Effingham County,Guyton Elementary School,E,Effingham County,619,51.53,16,7,74,0,1.5,49
Effingham County,Effingham County,Sand Hill Elementary School,E,Effingham County,1241,54.84,7,6,81,0,2.7,35
Effingham County,Effingham County,South Effingham High School,H,Effingham County,1632,28.13,11,8,76,0,0.4,234
Effingham County,Effingham County,Ebenezer Middle School,M,Effingham County,982,34.62,16,10,67,0,0.8,169
Effingham County,Effingham County,Effingham County Middle School,M,Effingham County,982,52.95,24,6,64,0,0.2,340
Effingham County,Effingham County,Ebenezer Elementary School,E,Effingham County,707,37.91,10,8,76,0,2.4,9
Effingham County,Effingham County,South Effingham Middle School,M,Effingham County,1048,31.2,8,9,78,0,0.7,125
Effingham County,Effingham County,Effingham County High School,H,Effingham County,1834,38.28,20,7,69,0,0.4,498
Effingham County,Effingham County,Rincon Elementary School,E,Effingham County,871,42.71,21,10,60,0,2.4,51
Elbert County,Elbert County,Elbert County Middle School,M,Elbert County,930,93.12,37,10,49,0,1.1,90
Elbert County,Elbert County,Paul J. Blackwell Learning Center,E,Elbert County,773,48.5,59,3,12,0,7.5,0
Elbert County,Elbert County,Elbert County High School,H,Elbert County,802,55.86,31,11,55,0,1.1,79
Elbert County,Elbert County,Elbert County Primary School,E,Elbert County,481,93.14,35,10,48,0,4.4,24
Elbert County,Elbert County,Elbert County Elementary School,E,Elbert County,669,93.12,38,10,46,0,5.2,50
Emanuel County,Emanuel County,Twin City Elementary School,E,Emanuel County,542,86.9,29,5,63,0,2.4,21
Emanuel County,Emanuel County,Swainsboro High School,H,Emanuel County,710,86.76,46,9,42,0,0.7,87
Emanuel County,Emanuel County,Swainsboro Middle School,M,Emanuel County,734,86.78,47,11,39,0,0.8,283
Emanuel County,Emanuel County,Swainsboro Primary School,E,Emanuel County,672,86.76,47,10,40,1,7.3,63
Emanuel County,Emanuel County,Swainsboro Elementary School,E,Emanuel County,712,86.8,48,9,39,1,3.8,84
Emanuel County,Emanuel County,Emanuel County Institute,H,Emanuel County,651,86.79,29,3,64,0,0.6,50
Evans County,Evans County,Claxton Elementary School,E,Evans County,887,92.81,37,25,34,2,19.8,102
Evans County,Evans County,Second Chance,M,Evans County,27,75.85,41,22,37,9,3.7,18
Evans County,Evans County,Claxton High School,H,Evans County,449,60.02,35,24,36,1,4.2,37
Evans County,Evans County,Claxton Middle School,M,Evans County,419,70.29,32,27,39,2,4.3,52
Fannin County,Fannin County,Fannin County High School,H,Fannin County,918,49.35,0,5,92,0,0.4,124
Fannin County,Fannin County,Fannin County Middle School,M,Fannin County,724,58.43,0,4,94,0,0.3,7
Fannin County,Fannin County,East Fannin Elementary School,E,Fannin County,373,68.9,0,3,94,1,1.1,0
Fannin County,Fannin County,West Fannin Elementary School,E,Fannin County,480,62.92,1,9,89,1,4.4,4
Fannin County,Fannin County,Blue Ridge Elementary School,E,Fannin County,1574,57.31,0,6,92,1,2.6,1
Fayette County,Fayette County,Cleveland Elementary School,E,Fayette County,777,46.14,38,19,32,0,7.3,19
Fayette County,Fayette County,Sara Harp Minter Elementary School,E,Fayette County,746,13.54,20,9,61,0,2.7,7
Fayette County,Fayette County,Crabapple Lane Elementary School,E,Fayette County,584,13.18,16,8,63,0,3.9,5
Fayette County,Fayette County,Whitewater High School,H,Fayette County,1428,13.24,20,8,63,0,0.2,64
Fayette County,Fayette County,Bennett's Mill Middle School,M,Fayette County,971,45.42,58,14,17,0,1.8,62
Fayette County,Fayette County,Inman Elementary,E,Fayette County,653,25.42,27,10,54,0,3.1,25
Fayette County,Fayette County,Booth Middle School,M,Fayette County,1196,13.71,11,12,62,0,3,48
Fayette County,Fayette County,Huddleston Elementary School,E,Fayette County,575,25.39,5,20,63,0,9.9,1
Fayette County,Fayette County,North Fayette Elementary School,E,Fayette County,630,55.56,65,15,9,0,8.1,39
Fayette County,Fayette County,McIntosh High School,H,Fayette County,1748,9.27,10,11,62,0,2.1,69
Fayette County,Fayette County,Oak Grove Elementary School,E,Fayette County,1406,23.16,13,16,49,0,11.6,1
Fayette County,Fayette County,Braelinn Elementary School,E,Fayette County,510,5.49,3,6,81,0,2.5,1
Fayette County,Fayette County,Sandy Creek High School,H,Fayette County,1127,34.96,59,16,17,0,2.3,147
Fayette County,Fayette County,Kedron Elementary School,E,Fayette County,629,18.76,17,12,45,0,10.8,4
Fayette County,Fayette County,Starrs Mill High School,H,Fayette County,1385,5.99,9,7,75,0,0.9,35
Fayette County,Fayette County,Peeples Elementary School,E,Fayette County,716,7.68,4,9,78,0,2.2,1
Fayette County,Fayette County,Robert J. Burch Elementary School,E,Fayette County,540,53.15,42,29,19,0,18,8
Fayette County,Fayette County,Spring Hill Elementary School,E,Fayette County,687,57.35,50,16,19,0,8.4,37
Fayette County,Fayette County,Rising Starr Middle School,M,Fayette County,947,9.61,11,9,69,0,2,22
Fayette County,Fayette County,Whitewater Middle School,M,Fayette County,871,20.78,23,7,62,0,0,37
Fayette County,Fayette County,Fayette County High School,H,Fayette County,1398,37.55,57,13,16,0,1.9,197
Fayette County,Fayette County,Fayetteville Elementary School,E,Fayette County,445,48.76,62,13,16,0,3.6,10
Fayette County,Fayette County,Flat Rock Middle School,M,Fayette County,803,44.83,57,19,17,0,4.5,52
Fayette County,Fayette County,Peachtree City Elementary School,E,Fayette County,469,12.15,9,12,54,0,11.9,0
Floyd County,Floyd County,Johnson Elementary,E,Floyd County,497,68.21,7,3,84,0,0.8,7
Floyd County,Floyd County,Coosa Middle School,M,Floyd County,593,68.13,9,22,63,0,3.9,85
Floyd County,Floyd County,Pepperell High School,H,Floyd County,880,68.18,6,10,80,0,1.3,31
Floyd County,Floyd County,Model High,H,Floyd County,690,68.26,6,4,87,0,0.4,38
Floyd County,Floyd County,McHenry Primary,E,Floyd County,96,68.75,14,23,56,0,19.8,17
Floyd County,Floyd County,Model Elementary School,E,Floyd County,481,68.19,3,4,91,0,4.2,51
Floyd County,Floyd County,Armuchee Elementary School,E,Floyd County,417,68.11,4,5,86,0,2.2,34
Floyd County,Floyd County,Pepperell Elementary,E,Floyd County,581,67.64,5,8,83,0,3.6,19
Floyd County,Floyd County,Model Middle School,M,Floyd County,574,68.12,7,3,86,0,0.7,51
Floyd County,Floyd County,Pepperell Middle School,M,Floyd County,686,68.22,7,10,79,0,1.5,123
Floyd County,Floyd County,Armuchee Middle School,M,Floyd County,422,68.01,3,6,85,0,1.9,42
Floyd County,Floyd County,Armuchee High School,H,Floyd County,523,71.7,3,4,89,0,0.6,24
Floyd County,Floyd County,Alto Park Elementary School,E,Floyd County,403,67.99,7,35,50,0,26.6,17
Floyd County,Floyd County,Garden Lakes Elementary School,E,Floyd County,607,68.2,13,18,64,0,9.4,7
Floyd County,Floyd County,Cave Spring Elementary School,E,Floyd County,241,68.05,5,2,87,0,0.8,2
Floyd County,Floyd County,Glenwood Primary School,E,Floyd County,389,68.12,4,4,85,0,3.1,14
Floyd County,Floyd County,Pepperell Primary,E,Floyd County,416,68.03,4,4,89,0,4.1,36
Floyd County,Floyd County,Coosa High School,H,Floyd County,720,68.33,13,20,62,0,1.7,48
Forsyth County,Forsyth County,Settles Bridge Elementary School,E,Forsyth County,1034,6.96,6,6,34,0,7,9
Forsyth County,Forsyth County,Matt Elementary School,E,Forsyth County,1206,21.72,2,15,78,0,6,72
Forsyth County,Forsyth County,Cumming Elementary School,E,Forsyth County,930,59.89,4,55,38,1,39,52
Forsyth County,Forsyth County,Sharon Elementary School,E,Forsyth County,1683,34.94,4,6,61,0,2.5,8
Forsyth County,Forsyth County,Riverwatch Middle School,M,Forsyth County,1478,12.94,4,6,34,0,1.6,42
Forsyth County,Forsyth County,Shiloh Point Elementary,E,Forsyth County,1284,8.49,3,10,36,0,7.9,85
Forsyth County,Forsyth County,West Forsyth High School,H,Forsyth County,2561,9.61,3,11,77,0,0.6,122
Forsyth County,Forsyth County,Johns Creek Elementary,E,Forsyth County,1008,12.94,4,5,18,0,9.5,36
Forsyth County,Forsyth County,Mashburn Elementary School,E,Forsyth County,681,22.17,3,20,56,0,12.6,60
Forsyth County,Forsyth County,Coal Mountain Elementary School,E,Forsyth County,748,21.12,7,11,71,0,8.3,36
Forsyth County,Forsyth County,South Forsyth High School,H,Forsyth County,2600,5.81,3,7,61,0,0.9,84
Forsyth County,Forsyth County,Chattahoochee Elementary School,E,Forsyth County,2183,37.63,2,23,69,0,12.6,209
Forsyth County,Forsyth County,North Forsyth High School,H,Forsyth County,2539,18.83,3,14,79,0,1.2,227
Forsyth County,Forsyth County,Daves Creek Elementary School,E,Forsyth County,1203,44.79,3,3,17,0,4.7,5
Forsyth County,Forsyth County,Vickery Creek Elementary School,E,Forsyth County,1222,5.81,3,7,64,0,3.4,2
Forsyth County,Forsyth County,Vickery Creek Middle School,M,Forsyth County,1241,5.08,3,8,72,0,0.4,28
Forsyth County,Forsyth County,Otwell Middle School,M,Forsyth County,1342,39.34,5,33,52,0,9.9,104
Forsyth County,Forsyth County,Sawnee Elementary School,E,Forsyth County,1423,19.54,4,18,66,0,9.9,19
Forsyth County,Forsyth County,Chestatee Elementary,E,Forsyth County,1224,36.03,2,18,76,0,10,34
Forsyth County,Forsyth County,Little Mill Middle School,M,Forsyth County,897,35.56,1,20,75,0,2.6,157
Forsyth County,Forsyth County,Brookwood Elementary,E,Forsyth County,1047,5.06,4,7,46,0,6.1,13
Forsyth County,Forsyth County,George W. Whitlow Elementary,E,Forsyth County,1314,28.46,8,23,44,0,19.7,227
Forsyth County,Forsyth County,Lambert High School,H,Forsyth County,2988,6.96,4,5,57,0,0.9,62
Forsyth County,Forsyth County,Haw Creek Elementary,E,Forsyth County,1038,6.94,2,7,64,0,4.5,4
Forsyth County,Forsyth County,Lakeside Middle School,M,Forsyth County,1924,8.66,3,8,61,0,1.2,70
Forsyth County,Forsyth County,Forsyth Virtual Academy,H,Forsyth County,58,21.72,0,3,90,0,0,0
Forsyth County,Forsyth County,Liberty Middle School,M,Forsyth County,2159,16.19,4,15,75,0,0.4,48
Forsyth County,Forsyth County,Silver City Elementary School,E,Forsyth County,1078,16.23,5,10,78,0,3.6,60
Forsyth County,Forsyth County,Kelly Mill Elementary,E,Forsyth County,1151,6.78,3,9,73,0,3.9,15
Forsyth County,Forsyth County,Piney Grove Middle School,M,Forsyth County,1000,7.6,3,9,42,0,2,13
Forsyth County,Forsyth County,North Forsyth Middle School,M,Forsyth County,1176,19.47,6,13,74,0,0.5,112
Forsyth County,Forsyth County,South Forsyth Middle School,M,Forsyth County,1302,8.49,2,6,50,0,0.5,19
Forsyth County,Forsyth County,Brandywine Elementary School,E,Forsyth County,1187,31.93,12,27,25,0,25.1,64
Forsyth County,Forsyth County,DeSana Middle School,M,Forsyth County,924,24.89,10,25,34,0,7.6,66
Forsyth County,Forsyth County,Alliance Academy for Innovation,H,Forsyth County,496,10.89,4,12,48,0,0,11
Forsyth County,Forsyth County,Denmark High School,H,Forsyth County,1335,15.96,8,20,44,0,4,95
Forsyth County,Forsyth County,Big Creek Elementary School,E,Forsyth County,726,5.74,3,6,31,0,6.6,39
Forsyth County,Forsyth County,Midway Elementary School,E,Forsyth County,1144,15.13,5,17,32,0,16.1,1
Forsyth County,Forsyth County,Forsyth Central High School,H,Forsyth County,2551,26.15,3,25,64,0,4,197
Franklin County,Franklin County,Franklin County Middle School,M,Franklin County,859,55.41,9,9,75,1,2,99
Franklin County,Franklin County,Carnesville Elementary Intermediate School,E,Franklin County,258,52.23,4,7,86,1,0.8,1
Franklin County,Franklin County,Royston Elementary School,E,Franklin County,522,65.13,13,11,69,1,7.1,29
Franklin County,Franklin County,Carnesville Elementary Primary School,E,Franklin County,271,53.51,3,6,85,0,2.6,0
Franklin County,Franklin County,Franklin County High School,H,Franklin County,1068,44.19,9,7,81,1,0.7,79
Franklin County,Franklin County,Lavonia Elementary School,E,Franklin County,592,66.05,15,14,66,0,7.9,14
Fulton County,Fulton County,Summit Hill Elementary,E,Fulton County,717,55.46,6,5,79,0,0,12
Fulton County,Fulton County,Abbotts Hill Elementary School,E,Fulton County,613,11.26,13,10,38,0,8,22
Fulton County,Fulton County,Creek View Elementary School,E,Fulton County,924,5.09,7,8,26,0,8.4,14
Fulton County,Fulton County,Hembree Springs Elementary School,E,Fulton County,567,45.33,10,38,38,0,23.6,15
Fulton County,Fulton County,Spalding Drive Elementary,E,Fulton County,376,23.4,19,18,46,0,9.3,13
Fulton County,Fulton County,Hopewell Middle School,M,Fulton County,1427,13.31,16,12,54,0,1.6,36
Fulton County,Fulton County,Milton High School,H,Fulton County,2367,11.41,10,13,62,0,1.8,65
Fulton County,Fulton County,Renaissance Middle School,M,Fulton County,1298,69.88,89,9,1,0,1.6,107
Fulton County,Fulton County,Renaissance ES,E,Fulton County,581,92.87,93,3,1,0,0,6
Fulton County,Fulton County,Feldwood Elementary School,E,Fulton County,722,94.43,95,3,1,0,0,55
Fulton County,Fulton County,Main Street Charter Academy,E,Fulton County,841,56.72,90,5,4,0,1,8
Fulton County,Fulton County,Hapeville Charter Career Academy,H,Fulton County,564,74.65,87,10,1,0,1.2,24
Fulton County,Fulton County,Cambridge High School,H,Fulton County,2054,5.26,9,8,70,0,0,15
Fulton County,Fulton County,Jackson Elementary School,E,Fulton County,3278,70.13,19,55,20,0,35.2,26
Fulton County,Fulton County,Banneker High School,H,Fulton County,1572,90.38,95,3,1,0,0,436
Fulton County,Fulton County,Dolvin Elementary School,E,Fulton County,805,9.69,10,8,48,0,6.8,2
Fulton County,Fulton County,Crabapple Middle School,M,Fulton County,932,13.63,15,9,69,0,0,28
Fulton County,Fulton County,Camp Creek Middle School,M,Fulton County,590,94.36,87,9,1,0,0,163
Fulton County,Fulton County,Barnwell Elementary School,E,Fulton County,697,7.17,11,11,55,0,2.9,25
Fulton County,Fulton County,McNair Middle School,M,Fulton County,1553,94.42,95,3,0,0,0,488
Fulton County,Fulton County,Lake Windward Elementary School,E,Fulton County,736,6.25,11,10,39,0,5.3,5
